event_type,time_ns
mark,47309
sweep,13900
sweep,11885
mark,18605
sweep,7638
sweep,7520
mark,17168
sweep,7558
sweep,7441
mark,16111
sweep,7326
sweep,7260
mark,16283
sweep,7250
sweep,7251
mark,15098
sweep,7337
sweep,7385
mark,15682
sweep,7355
sweep,7345
mark,15487
sweep,7167
sweep,7364
mark,15680
sweep,7176
sweep,7554
mark,15224
sweep,7356
sweep,7171
mark,15552
sweep,7274
sweep,7254
mark,16141
sweep,7347
sweep,7299
mark,15379
sweep,7059
sweep,7391
mark,15648
sweep,7221
sweep,7124
mark,14639
sweep,7150
sweep,7198
mark,14857
sweep,7282
sweep,7196
mark,14867
sweep,7593
sweep,7231
mark,15113
sweep,7166
sweep,7238
mark,15018
sweep,7187
sweep,7310
mark,15311
sweep,7281
sweep,7259
mark,15033
sweep,7190
sweep,7203
mark,14490
sweep,7146
sweep,7194
mark,14430
sweep,7278
sweep,7477
mark,15081
sweep,7166
sweep,7072
mark,14661
sweep,7177
sweep,7181
mark,15183
sweep,7217
sweep,7273
mark,14578
sweep,7258
sweep,7206
mark,15128
sweep,7188
sweep,7229
mark,15281
sweep,7307
sweep,7166
mark,14938
sweep,7290
sweep,7139
mark,14366
sweep,7112
sweep,7145
mark,14769
sweep,7122
sweep,7361
mark,14936
sweep,7242
sweep,7155
mark,15533
sweep,7184
sweep,7470
mark,15251
sweep,7188
sweep,7458
mark,14185
sweep,7482
sweep,7250
mark,14725
sweep,7342
sweep,7267
mark,15001
sweep,7301
sweep,7239
mark,15602
sweep,7234
sweep,7178
mark,15320
sweep,7367
sweep,7100
mark,15013
sweep,7141
sweep,7156
mark,14743
sweep,7209
sweep,7133
mark,14185
sweep,7222
sweep,7326
mark,15133
sweep,7325
sweep,7192
mark,14623
sweep,7168
sweep,7209
mark,14640
sweep,7186
sweep,7131
mark,14230
sweep,7296
sweep,7255
mark,13907
sweep,7188
sweep,6977
mark,15183
sweep,7221
sweep,7337
mark,15131
sweep,7249
sweep,7168
mark,14973
sweep,7219
sweep,7225
mark,16097
sweep,7200
sweep,7367
mark,14583
sweep,7323
sweep,7150
mark,14520
sweep,7576
sweep,7378
mark,15560
sweep,7156
sweep,7113
mark,14568
sweep,7172
sweep,7225
mark,14058
sweep,7226
sweep,7095
mark,14303
sweep,7179
sweep,7240
mark,14149
sweep,7159
sweep,7196
mark,14905
sweep,7263
sweep,7395
mark,15009
sweep,7161
sweep,7097
mark,14421
sweep,7115
sweep,7166
mark,14618
sweep,7263
sweep,7095
mark,14633
sweep,7613
sweep,7474
mark,14808
sweep,7073
sweep,7252
mark,14937
sweep,7215
sweep,7290
mark,14352
sweep,7267
sweep,7078
mark,14404
sweep,7385
sweep,7200
mark,14036
sweep,7258
sweep,7223
mark,20266
sweep,7339
sweep,7536
mark,14596
sweep,7215
sweep,7135
mark,14614
sweep,7152
sweep,7272
mark,14301
sweep,7553
sweep,7159
mark,20745
sweep,9477
sweep,11788
mark,25770
sweep,10094
sweep,10206
mark,34171
sweep,9218
sweep,8782
mark,20713
sweep,7626
sweep,7549
mark,15518
sweep,7461
sweep,7215
mark,15639
sweep,7293
sweep,7271
mark,14883
sweep,7233
sweep,7635
mark,16024
sweep,7382
sweep,7283
mark,15293
sweep,7190
sweep,7501
mark,15005
sweep,7282
sweep,7265
mark,14792
sweep,7346
sweep,7206
mark,15033
sweep,7236
sweep,7113
mark,15337
sweep,7253
sweep,7440
mark,14773
sweep,7370
sweep,7174
mark,14654
sweep,7212
sweep,7150
mark,14480
sweep,7120
sweep,7081
mark,14892
sweep,7271
sweep,7402
mark,14992
sweep,7233
sweep,6969
mark,14463
sweep,7452
sweep,7260
mark,15289
sweep,7502
sweep,7233
mark,14764
sweep,7170
sweep,7270
mark,13988
sweep,7211
sweep,9375
mark,21535
sweep,8328
sweep,7516
mark,16615
sweep,7617
sweep,7091
mark,14513
sweep,7231
sweep,7144
mark,14978
sweep,7132
sweep,7275
mark,14775
sweep,7270
sweep,7209
mark,15776
sweep,7298
sweep,7086
mark,15671
sweep,7271
sweep,7320
mark,15736
sweep,7339
sweep,7280
mark,14893
sweep,7122
sweep,7251
mark,15064
sweep,7146
sweep,7220
mark,14834
sweep,7157
sweep,7292
mark,15061
sweep,7331
sweep,7526
mark,14416
sweep,7368
sweep,7199
mark,15032
sweep,7159
sweep,7445
mark,14588
sweep,7194
sweep,7329
mark,14286
sweep,7373
sweep,7238
mark,14392
sweep,7179
sweep,7300
mark,14733
sweep,7189
sweep,7247
mark,14326
sweep,7306
sweep,7411
mark,14088
sweep,7171
sweep,7122
mark,14779
sweep,7191
sweep,7318
mark,14663
sweep,7258
sweep,7190
mark,15523
sweep,7153
sweep,7176
mark,14399
sweep,7318
sweep,7292
mark,14947
sweep,7455
sweep,6977
mark,14549
sweep,7621
sweep,7537
mark,14348
sweep,7206
sweep,7183
mark,14882
sweep,7060
sweep,7270
mark,14433
sweep,7325
sweep,7301
mark,14447
sweep,7243
sweep,7246
mark,14220
sweep,7422
sweep,7173
mark,14530
sweep,7331
sweep,7314
mark,14428
sweep,7196
sweep,7036
mark,14895
sweep,7175
sweep,7146
mark,14087
sweep,7285
sweep,7131
mark,14383
sweep,7251
sweep,7544
mark,14481
sweep,7180
sweep,7175
mark,15090
sweep,7123
sweep,7651
mark,15272
sweep,7272
sweep,7283
mark,17225
sweep,7844
sweep,7768
mark,16505
sweep,7288
sweep,7172
mark,15081
sweep,7429
sweep,7357
mark,14604
sweep,7225
sweep,7174
mark,15544
sweep,7276
sweep,7231
mark,15006
sweep,7256
sweep,7174
mark,14739
sweep,7361
sweep,7319
mark,13930
sweep,7163
sweep,7181
mark,14361
sweep,7442
sweep,7253
mark,15853
sweep,7240
sweep,7172
mark,14463
sweep,7166
sweep,7228
mark,14442
sweep,7369
sweep,7243
mark,14148
sweep,7265
sweep,7348
mark,14156
sweep,7172
sweep,7102
mark,14655
sweep,7190
sweep,7392
mark,14738
sweep,7251
sweep,7283
mark,14952
sweep,7340
sweep,7297
mark,14315
sweep,13010
sweep,7151
mark,14439
sweep,7242
sweep,7255
mark,14926
sweep,7509
sweep,7200
mark,15037
sweep,7436
sweep,7296
mark,14687
sweep,7315
sweep,7280
mark,14894
sweep,7232
sweep,7684
mark,14769
sweep,7228
sweep,7004
mark,14811
sweep,7250
sweep,7217
mark,15360
sweep,7293
sweep,7223
mark,14912
sweep,7352
sweep,7396
mark,14662
sweep,7226
sweep,7172
mark,15020
sweep,7206
sweep,7201
mark,14455
sweep,7648
sweep,7166
mark,15148
sweep,7123
sweep,7070
mark,15252
sweep,7119
sweep,7277
mark,15213
sweep,7251
sweep,7272
mark,15345
sweep,7160
sweep,7056
mark,15718
sweep,7262
sweep,7220
mark,14710
sweep,7310
sweep,7212
mark,14901
sweep,7219
sweep,7265
mark,14662
sweep,7357
sweep,7239
mark,14625
sweep,7326
sweep,7209
mark,14706
sweep,7294
sweep,7209
mark,14453
sweep,7241
sweep,7167
mark,15055
sweep,7127
sweep,7248
mark,15395
sweep,7210
sweep,7348
mark,15367
sweep,7382
sweep,7506
mark,14441
sweep,7301
sweep,7187
mark,14313
sweep,7222
sweep,7331
mark,15259
sweep,7366
sweep,7229
mark,14586
sweep,7232
sweep,7173
mark,15024
sweep,7137
sweep,7257
mark,14221
sweep,7452
sweep,7126
